Breed,Weight,Chest,Neck,BootSize,Age,Activity,HarnessSize
Rottweiler,48.2,77.3,53.6,3,52.0,Low,L
Labrador,30.4,69.1,45.4,3,68.0,Medium,L
Beagle,11.1,42.8,,1,32.0,Medium,S
Dachshund,14.1,49.0,34.3,4,30.0,Low,S
Beagle,9.4,45.4,30.7,6,51.0,Low,S
Boxer,28.2,63.1,36.3,6,69.0,High,M
Boxer,25.5,60.4,36.7,1,10.0,Low,M
Dachshund,10.7,43.2,33.1,6,16.0,High,S
Poodle,20.9,149.7,31.7,4,83.0,Low,S
Golden Retriever,29.9,76.4,46.4,5,80.0,Low,L
Beagle,10.0,43.8,30.7,2,64.0,Medium,S
Beagle,13.1,46.2,37.5,3,88.0,Low,S
Bulldog,21.0,62.5,42.0,2,83.0,Low,M
Poodle,22.8,45.6,34.1,3,65.0,Low,S
German Shepherd,38.0,84.7,41.0,4,89.0,High,XL
Boxer,29.6,,36.2,5,68.0,High,L
German Shepherd,131.5,69.3,45.9,4,120.0,Medium,L
Dachshund,7.8,44.1,34.3,2,30.0,Low,S
Poodle,16.2,55.7,39.5,5,93.0,High,M
German Shepherd,32.5,65.9,52.8,1,72.0,Low,L
Beagle,12.5,46.9,32.7,5,37.0,Low,S
Bulldog,19.6,58.4,42.0,6,88.0,Medium,M
Boxer,26.4,63.7,38.4,3,118.0,Low,M
Rottweiler,56.7,96.9,54.9,2,5.0,Medium,XL
Golden Retriever,32.0,76.8,38.1,4,72.0,Medium,L
Poodle,19.5,45.5,32.5,4,119.0,Medium,S
Rottweiler,49.5,75.4,49.5,4,87.0,Medium,L
Beagle,12.7,49.2,32.1,7,66.0,Medium,S
German Shepherd,36.2,65.6,54.5,4,95.0,High,L
Beagle,13.9,54.0,36.9,5,3.0,Medium,M
Dachshund,9.5,37.6,28.0,4,107.0,Medium,S
Labrador,25.7,65.8,40.3,7,86.0,Low,L
Boxer,31.4,64.2,36.6,6,19.0,High,M
Chihuahua,2.1,25.1,18.3,4,13.0,Low,XS
Labrador,35.9,66.8,44.3,7,41.0,Medium,L
Labrador,32.2,79.9,42.7,2,31.0,Low,L
Labrador,30.3,81.6,39.0,2,59.0,High,XL
Beagle,10.4,53.4,37.6,4,27.0,High,M
Dachshund,14.5,49.0,33.9,6,19.0,Medium,S
Rottweiler,46.1,98.6,48.0,4,58.0,High,XL
Boxer,27.2,66.5,41.4,6,28.0,High,L
Golden Retriever,35.0,73.5,48.8,4,37.0,High,L
Labrador,25.8,78.6,40.8,1,94.0,Medium,L
Bulldog,18.6,67.3,37.6,2,45.0,High,L
Dachshund,9.5,36.5,32.9,2,104.0,Low,S
Poodle,15.9,56.9,35.1,5,53.0,Medium,M
Boxer,27.3,67.2,35.6,1,94.0,High,L
Poodle,19.1,49.8,31.9,7,28.0,High,S
Dachshund,8.4,42.8,27.6,3,81.0,Medium,S
Golden Retriever,29.0,78.3,41.7,2,49.0,High,L
Labrador,27.4,68.8,41.4,5,69.0,Medium,L
Rottweiler,58.9,79.1,52.2,7,76.0,High,L
Rottweiler,58.7,78.9,55.6,6,42.0,High,L
Bulldog,22.8,59.5,,1,78.0,Low,M
Beagle,13.3,40.5,33.0,1,73.0,High,S
Golden Retriever,28.1,74.0,44.8,1,51.0,High,L
Boxer,29.8,74.3,39.5,1,84.0,High,L
Chihuahua,2.4,33.3,16.8,7,13.0,Low,XS
Beagle,12.0,42.1,33.3,6,115.0,Medium,S
German Shepherd,22.1,79.0,43.7,6,6.0,High,L
Bulldog,19.7,61.5,43.0,4,98.0,Medium,M
Dachshund,14.0,47.3,31.3,2,29.0,High,S
German Shepherd,181.5,70.7,41.3,6,61.0,High,L
Labrador,26.9,69.6,38.7,2,24.0,High,L
Labrador,34.7,67.8,41.3,2,75.0,Low,L
Boxer,28.7,71.7,37.3,3,117.0,High,L
Golden Retriever,29.4,68.3,48.9,4,37.0,Medium,L
German Shepherd,33.0,82.5,51.4,1,36.0,Medium,XL
Rottweiler,36.4,90.7,47.9,7,64.0,High,XL
Beagle,11.3,45.9,30.8,5,24.0,High,S
Dachshund,9.0,44.7,31.7,4,61.0,Low,S
Chihuahua,2.4,28.2,17.2,7,75.0,Low,XS
Rottweiler,42.1,81.7,58.8,5,28.0,High,XL
Golden Retriever,,73.1,49.8,1,94.0,High,L
Labrador,32.0,76.9,41.9,3,67.0,High,L
Labrador,28.5,83.1,46.1,1,33.0,Medium,XL
Boxer,25.0,75.0,42.9,2,104.0,Medium,L
Poodle,23.3,59.5,39.8,3,60.0,Low,M
Chihuahua,3.4,30.7,21.1,6,17.0,Low,XS
German Shepherd,22.8,67.3,46.7,3,26.0,Low,L
Rottweiler,55.8,76.4,46.1,2,81.0,Low,L
Chihuahua,3.7,33.8,16.8,6,91.0,Medium,XS
Bulldog,23.1,64.7,42.2,6,4.0,High,M
Golden Retriever,28.5,67.9,40.3,4,,Medium,L
Chihuahua,3.2,33.9,21.7,2,38.0,Medium,XS
Chihuahua,3.9,26.8,21.7,3,116.0,Medium,XS
Poodle,20.6,52.8,36.8,3,38.0,Medium,M
Boxer,26.0,73.5,38.6,1,56.0,Medium,L
Bulldog,22.5,59.0,37.5,5,5.0,High,M
Chihuahua,3.3,27.0,17.5,4,19.0,Medium,XS
Boxer,27.2,68.9,43.7,3,17.0,High,L
Golden Retriever,34.8,72.3,39.1,5,30.0,Low,L
Labrador,25.0,70.7,44.1,3,115.0,Medium,L
Dachshund,11.9,35.2,32.4,3,,Low,S
Beagle,11.8,47.8,36.1,1,32.0,Medium,S
Dachshund,11.3,35.9,32.3,3,65.0,High,S
Labrador,26.2,78.8,46.3,5,24.0,Medium,L
Rottweiler,39.3,75.6,53.6,4,37.0,Medium,L
Labrador,32.4,69.8,38.6,1,120.0,Medium,L
Golden Retriever,29.3,68.4,43.0,7,32.0,Low,L
Boxer,25.9,60.6,43.9,2,27.0,Medium,M
Golden Retriever,26.7,73.6,46.4,5,,Low,L
Chihuahua,2.5,27.3,25.0,7,30.0,Medium,XS
Bulldog,22.7,61.5,35.1,3,5.0,Medium,M
Beagle,11.0,42.8,37.5,1,16.0,Low,S
Beagle,67.5,40.5,33.0,7,75.0,High,S
Dachshund,11.8,41.7,30.4,1,23.0,High,S
Boxer,29.5,64.6,44.9,6,38.0,Low,M
Rottweiler,59.1,90.1,53.3,7,3.0,Low,XL
Boxer,31.3,62.8,42.4,1,85.0,High,M
Labrador,29.0,69.2,45.0,4,70.0,Low,L
German Shepherd,34.4,68.1,46.5,2,20.0,Low,L
Boxer,28.9,71.5,35.2,3,81.0,Medium,L
Poodle,19.0,47.6,33.2,5,112.0,High,S
Boxer,26.5,60.1,41.8,4,33.0,Low,M
Labrador,34.6,78.9,46.0,2,1.0,Medium,L
Bulldog,23.8,63.6,43.1,5,100.0,Medium,M
Rottweiler,43.6,85.9,48.6,3,119.0,Low,XL
Dachshund,9.8,121.5,25.2,4,53.0,High,S
Golden Retriever,26.5,74.8,40.5,2,7.0,Medium,L
Golden Retriever,31.8,74.3,46.5,2,111.0,Medium,L
Dachshund,7.0,35.4,29.3,5,72.0,Low,S
Labrador,34.0,79.4,43.7,2,17.0,Medium,L
Dachshund,12.3,47.2,26.4,6,38.0,Low,S
Labrador,31.8,71.3,40.2,4,101.0,Low,L
Dachshund,12.4,36.4,29.2,1,115.0,High,S
Dachshund,14.4,43.8,32.2,6,109.0,Medium,S
German Shepherd,39.1,76.2,45.4,5,22.0,Low,L
Rottweiler,59.5,92.3,51.6,6,65.0,High,XL
Boxer,25.2,67.7,43.5,4,20.0,High,L
German Shepherd,25.8,67.1,44.8,6,104.0,Low,L
Labrador,25.8,80.3,39.5,6,79.0,High,XL
Chihuahua,3.1,25.1,16.2,3,119.0,High,XS
German Shepherd,30.9,78.0,43.7,4,5.0,Low,L
Boxer,29.9,71.5,42.7,1,119.0,Low,L
Dachshund,13.8,40.6,25.4,6,49.0,Medium,S
German Shepherd,38.2,65.4,43.8,5,103.0,Low,L
Bulldog,20.7,62.6,38.2,2,20.0,High,M
Golden Retriever,30.4,76.7,48.1,2,9.0,Medium,L
German Shepherd,32.2,78.4,43.3,2,4.0,High,L
Labrador,25.1,83.5,47.0,1,20.0,Low,XL
Chihuahua,2.3,25.5,20.1,7,2.0,Low,XS
Bulldog,24.9,55.7,36.8,2,117.0,Medium,M
Golden Retriever,34.2,68.4,39.8,1,59.0,Low,L
Golden Retriever,30.9,79.1,40.9,4,35.0,Low,L
Labrador,25.0,76.5,47.8,2,27.0,Low,L
Golden Retriever,,65.3,49.2,4,19.0,High,L
Beagle,12.7,42.3,33.7,2,81.0,Low,S
Bulldog,22.6,199.20000000000002,44.3,7,13.0,Low,L
Beagle,12.2,51.7,37.6,2,64.0,Low,M
German Shepherd,37.4,75.0,52.4,1,101.0,Medium,L
Boxer,27.8,61.9,42.4,2,54.0,Medium,M
Bulldog,21.0,55.4,,4,93.0,High,M
Labrador,30.1,68.9,45.4,1,69.0,High,L
Poodle,16.5,50.2,38.4,6,10.0,Medium,M
German Shepherd,38.5,79.5,,1,4.0,High,L
Labrador,28.1,73.9,49.4,7,85.0,High,L
Dachshund,14.9,38.9,32.6,6,46.0,High,S
Dachshund,10.1,48.2,27.8,1,30.0,Medium,S
Boxer,31.3,60.3,37.6,2,63.0,High,M
Boxer,25.7,67.4,39.3,5,52.0,Low,L
Boxer,26.3,65.6,41.5,3,102.0,Medium,L
Chihuahua,3.2,29.7,24.0,4,90.0,Low,XS
Boxer,27.4,63.8,38.0,3,43.0,Low,M
Beagle,12.0,46.5,31.7,2,119.0,High,S
Labrador,28.4,72.5,39.5,1,83.0,Medium,L
Bulldog,20.0,60.6,37.6,6,49.0,Low,M
Rottweiler,57.0,97.8,52.7,2,100.0,Low,XL
Boxer,25.6,72.2,41.6,1,95.0,Low,L
Golden Retriever,29.7,76.0,41.6,2,36.0,High,L
Beagle,12.6,54.3,30.1,2,35.0,Medium,M
Beagle,10.8,47.2,34.6,4,95.0,High,S
Bulldog,22.3,62.8,43.8,1,118.0,High,M
Boxer,27.6,72.7,36.7,2,81.0,High,L
Labrador,31.5,81.5,39.6,3,6.0,High,XL
Labrador,35.3,84.0,49.6,1,34.0,Medium,XL
German Shepherd,32.3,68.6,45.2,5,110.0,Medium,L
Beagle,10.6,42.6,33.3,4,114.0,Medium,S
Dachshund,13.6,37.9,32.3,4,66.0,Medium,S
Beagle,11.1,49.4,36.6,2,30.0,Low,S
German Shepherd,24.5,73.1,46.7,1,105.0,Medium,L
German Shepherd,24.6,68.7,49.9,3,20.0,Low,L
Labrador,26.1,73.2,38.8,1,13.0,Low,L
Rottweiler,40.1,75.7,47.9,4,107.0,Low,L
Bulldog,20.3,64.6,43.0,6,85.0,Medium,M
Poodle,21.2,51.7,36.5,3,52.0,Medium,M
Poodle,17.5,49.1,37.4,6,110.0,Medium,S
Dachshund,9.2,47.8,33.5,7,42.0,Medium,S
Poodle,16.4,51.4,35.6,3,17.0,Low,M
German Shepherd,35.6,66.3,53.2,4,39.0,High,L
Golden Retriever,31.7,74.7,45.3,2,54.0,Medium,L
Labrador,35.2,84.9,42.0,1,38.0,Low,XL
Poodle,23.4,47.5,38.9,4,70.0,Medium,S
Boxer,29.4,72.7,43.4,2,114.0,Medium,L
Dachshund,7.3,43.7,26.6,6,3.0,Low,S
Golden Retriever,27.6,74.6,,3,98.0,High,L
Beagle,12.2,42.4,39.3,3,66.0,Low,S
Beagle,13.4,54.0,38.4,3,13.0,High,M
Bulldog,19.0,64.4,36.9,7,73.0,High,M
Rottweiler,40.5,80.5,50.5,3,110.0,High,XL
German Shepherd,34.2,71.1,49.7,4,98.0,Low,L
Beagle,12.9,45.0,33.8,2,37.0,Low,S
Labrador,28.1,76.5,46.8,3,42.0,High,L
Poodle,18.7,47.2,30.1,7,52.0,High,S
Golden Retriever,30.4,78.9,40.5,7,67.0,High,L
Bulldog,19.0,66.1,38.1,7,120.0,Low,L
Rottweiler,46.1,99.3,52.8,4,25.0,High,XL
Golden Retriever,27.4,76.3,42.8,4,63.0,Low,L
Rottweiler,37.7,75.8,57.6,5,60.0,Medium,L
Rottweiler,56.1,94.9,50.5,6,58.0,Low,XL
Poodle,16.8,57.7,32.8,5,107.0,High,M
Poodle,20.2,54.6,38.5,6,,Medium,M
Golden Retriever,29.2,71.1,,7,35.0,Medium,L
Poodle,16.4,48.4,35.7,7,91.0,High,S
Beagle,10.5,48.7,36.0,6,82.0,Medium,S
Dachshund,11.6,36.0,27.6,7,93.0,Low,S
Beagle,9.2,41.7,36.8,4,92.0,Low,S
Beagle,12.7,51.2,31.6,3,116.0,Medium,M
Boxer,26.4,74.1,42.0,7,116.0,High,L
Poodle,21.7,52.7,33.3,3,62.0,Low,M
Labrador,27.8,72.7,43.1,6,2.0,Medium,L
Bulldog,22.3,55.1,42.3,2,54.0,Low,M
Rottweiler,43.0,88.7,54.6,2,62.0,Medium,XL
Dachshund,10.5,35.0,34.2,4,115.0,Low,S
Rottweiler,50.3,76.8,50.1,6,15.0,High,L
German Shepherd,29.2,80.3,51.1,5,115.0,Medium,XL
Golden Retriever,30.0,65.5,46.4,4,52.0,Medium,L
Bulldog,18.8,60.2,42.9,1,63.0,Low,M
Bulldog,22.6,58.3,40.1,6,8.0,Low,M
Bulldog,21.1,64.8,40.8,3,107.0,High,M
Chihuahua,3.9,32.5,18.9,3,80.0,Medium,XS
German Shepherd,39.7,82.4,41.3,2,46.0,High,XL
Beagle,13.9,44.5,35.6,6,7.0,Low,S
Boxer,25.3,186.89999999999998,41.3,5,62.0,Medium,M
Rottweiler,44.1,97.5,45.1,6,88.0,High,XL
Rottweiler,48.2,85.9,57.5,6,,Medium,XL
Chihuahua,2.5,30.6,20.2,2,43.0,High,XS
Boxer,28.1,74.3,42.5,3,74.0,High,L
Bulldog,20.9,69.1,43.5,6,113.0,Medium,L
German Shepherd,33.7,80.4,49.1,6,26.0,High,XL
Chihuahua,3.7,32.2,24.6,3,44.0,Low,XS
Dachshund,14.4,43.3,28.2,6,55.0,Low,S
Beagle,9.3,54.3,33.1,3,46.0,Medium,M
German Shepherd,26.0,74.3,49.0,1,56.0,High,L
German Shepherd,33.9,67.8,45.0,3,12.0,Medium,L
Golden Retriever,33.6,66.8,40.4,2,63.0,High,L
Poodle,15.3,56.6,37.4,1,78.0,Low,M
German Shepherd,29.0,84.8,46.0,2,105.0,Medium,XL
Golden Retriever,34.5,73.9,39.6,4,35.0,Low,L
Boxer,27.2,73.1,36.6,3,9.0,Low,L
Dachshund,9.6,43.9,31.1,4,74.0,Low,S
German Shepherd,23.9,84.5,53.1,2,74.0,Low,XL
Dachshund,,45.6,32.0,5,29.0,High,S
Dachshund,11.9,35.4,25.9,4,12.0,Medium,S
Boxer,26.2,68.8,41.2,6,48.0,Low,L
Golden Retriever,34.3,67.2,49.1,1,95.0,Low,L
Labrador,28.0,66.9,,5,99.0,Low,L
Bulldog,21.1,67.1,40.0,2,79.0,Low,L
Bulldog,22.5,64.1,37.2,1,5.0,High,M
Labrador,33.3,84.8,46.1,5,101.0,Low,XL
Boxer,27.8,67.3,37.8,1,45.0,High,L
Dachshund,8.7,39.6,31.3,6,119.0,Medium,S
Chihuahua,2.3,25.1,18.9,4,5.0,Low,XS
Poodle,16.3,57.7,,2,90.0,Low,M
Boxer,25.7,63.0,38.9,5,50.0,Low,M
Rottweiler,42.4,83.6,49.2,3,119.0,High,XL
Poodle,18.4,47.8,31.1,3,86.0,Low,S
Golden Retriever,29.4,71.0,49.9,5,81.0,High,L
Bulldog,22.0,64.8,36.2,6,85.0,Medium,M
Golden Retriever,28.7,78.2,39.1,7,5.0,High,L
Poodle,21.4,58.8,39.2,1,48.0,Medium,M
Golden Retriever,25.2,68.7,43.9,5,112.0,Low,L
Dachshund,10.4,43.1,28.3,6,59.0,Low,S
Labrador,34.4,73.7,48.4,7,89.0,High,L
Beagle,10.9,47.0,34.6,1,87.0,High,S
Rottweiler,47.0,94.0,54.8,2,96.0,High,XL
Beagle,9.2,46.3,31.5,4,53.0,Low,S
Boxer,31.0,61.6,36.3,2,44.0,High,M
Beagle,13.6,40.3,36.0,2,39.0,Low,S
Boxer,31.8,66.3,41.2,7,38.0,High,L
German Shepherd,38.5,67.9,44.3,7,49.0,Low,L
Golden Retriever,29.5,71.0,48.9,3,89.0,High,L
Chihuahua,3.8,26.6,,4,50.0,High,XS
Rottweiler,36.1,80.6,51.2,1,93.0,Medium,XL
Beagle,11.5,41.0,35.9,7,86.0,Low,S
Rottweiler,39.2,,47.3,1,31.0,Low,XL
German Shepherd,24.0,213.0,48.4,5,54.0,High,L
Rottweiler,39.0,89.1,50.8,5,66.0,Medium,XL
Chihuahua,3.6,75.30000000000001,16.2,7,65.0,Medium,XS
Boxer,30.7,61.0,41.2,4,21.0,High,M
Poodle,24.4,49.6,31.4,3,61.0,Medium,S
Beagle,14.0,44.4,31.7,6,98.0,High,S
Chihuahua,2.4,31.8,22.0,5,56.0,Medium,XS
Labrador,28.1,67.9,38.5,5,18.0,Low,L
Rottweiler,40.6,92.7,47.4,6,112.0,Low,XL
Labrador,30.5,77.1,43.4,6,17.0,High,L
Golden Retriever,25.4,74.9,40.5,7,72.0,Medium,L
Chihuahua,2.0,29.2,20.8,6,4.0,Medium,XS
Dachshund,12.7,45.2,27.1,5,3.0,Medium,S
Rottweiler,49.4,96.6,52.1,6,73.0,Medium,XL
Dachshund,53.5,47.9,32.2,5,66.0,High,S
Beagle,12.8,53.1,33.0,1,92.0,Medium,M
Chihuahua,2.2,26.9,23.8,6,86.0,Low,XS
Golden Retriever,25.6,65.2,43.6,3,102.0,Medium,L
Beagle,12.4,45.1,31.9,3,117.0,Medium,S
Poodle,23.7,53.4,36.3,5,114.0,Medium,M
Poodle,22.9,49.7,33.5,4,23.0,High,S
Bulldog,23.1,58.6,41.5,6,39.0,Medium,M
Poodle,23.1,57.7,30.2,4,1.0,High,M
Chihuahua,2.9,27.1,21.3,5,116.0,Medium,XS
German Shepherd,31.0,79.4,,3,61.0,Low,L
Beagle,13.7,53.1,37.2,5,42.0,Medium,M
Dachshund,8.5,35.1,31.8,4,103.0,High,S
Dachshund,9.2,42.7,25.1,2,101.0,Medium,S
Chihuahua,2.6,26.0,19.1,3,12.0,Medium,XS
Beagle,10.1,44.3,36.7,5,101.0,Medium,S
Chihuahua,2.5,26.2,19.0,7,3.0,Low,XS
Golden Retriever,27.9,66.3,43.0,1,106.0,High,L
Chihuahua,3.9,25.2,23.6,1,33.0,Low,XS
Rottweiler,56.9,94.6,49.1,4,78.0,Low,XL
Rottweiler,58.2,97.6,56.4,5,46.0,High,XL
Poodle,18.8,47.6,30.8,5,76.0,High,S
Beagle,9.6,50.7,38.9,2,28.0,High,M
Rottweiler,57.2,78.4,54.7,4,96.0,Medium,L
Rottweiler,55.7,90.9,47.3,5,50.0,High,XL
Beagle,12.2,54.8,38.0,1,112.0,Medium,M
Rottweiler,44.2,97.5,49.6,6,83.0,Low,XL
Golden Retriever,31.8,66.2,41.0,6,101.0,High,L
Dachshund,9.5,46.3,33.6,4,46.0,Low,S
Golden Retriever,,69.4,43.8,7,89.0,Medium,L
Beagle,9.2,42.6,39.0,6,16.0,Medium,S
Golden Retriever,29.2,70.5,42.6,7,102.0,High,L
Beagle,10.4,42.8,31.8,1,101.0,Low,S
Boxer,29.4,63.1,37.1,1,50.0,Medium,M
Golden Retriever,32.6,69.7,38.5,6,14.0,High,L
Dachshund,10.5,46.4,30.4,3,,Low,S
German Shepherd,36.6,73.0,45.6,2,40.0,Low,L
Beagle,9.6,44.9,36.2,7,107.0,Medium,S
Chihuahua,2.3,29.5,16.8,2,89.0,Medium,XS
Rottweiler,35.1,78.8,49.8,2,71.0,Medium,L
Dachshund,7.1,48.4,26.6,4,21.0,Low,S
Bulldog,20.5,69.8,42.6,6,119.0,High,L
Bulldog,23.5,59.0,39.4,4,46.0,High,M
Rottweiler,40.0,75.4,53.1,7,79.0,High,L
Golden Retriever,32.5,67.3,49.6,1,6.0,Medium,L
German Shepherd,39.1,65.6,42.9,7,53.0,High,L
Labrador,34.0,65.8,46.1,2,73.0,Medium,L
Labrador,35.4,77.1,45.1,7,82.0,High,L
Bulldog,24.8,62.1,36.1,1,72.0,Low,M
Chihuahua,2.8,33.4,23.0,4,37.0,High,XS
Dachshund,11.0,38.2,29.8,1,101.0,High,S
Dachshund,14.7,36.4,30.9,2,58.0,Medium,S
Boxer,30.1,70.6,40.5,5,102.0,Medium,L
Bulldog,21.7,55.7,44.6,3,,Low,M
Poodle,23.7,57.7,32.9,7,80.0,Low,M
Rottweiler,36.7,89.0,54.6,4,112.0,High,XL
Rottweiler,37.4,89.6,45.7,7,11.0,Medium,XL
German Shepherd,37.3,71.6,43.5,5,111.0,Medium,L
Poodle,16.9,58.1,31.8,5,8.0,High,M
Dachshund,11.1,35.5,32.3,6,71.0,Medium,S
Poodle,20.7,49.3,38.3,1,75.0,Medium,S
Golden Retriever,33.3,65.9,42.9,3,46.0,Low,L
Chihuahua,2.0,28.6,20.1,7,116.0,Low,XS
Boxer,30.7,69.3,45.0,5,81.0,Low,L
Beagle,12.6,46.2,30.7,6,10.0,Low,S
Beagle,12.0,51.1,32.8,1,49.0,Low,M
Beagle,10.8,43.7,30.6,7,5.0,Medium,S
German Shepherd,32.2,67.2,49.4,4,9.0,Low,L
Labrador,31.3,69.3,38.4,1,14.0,Medium,L
German Shepherd,27.0,,49.4,2,22.0,Low,L
Labrador,30.6,81.8,48.9,4,9.0,Medium,XL
Dachshund,9.1,47.9,32.8,2,72.0,Medium,S
Poodle,15.1,56.7,37.0,1,22.0,Low,M
Chihuahua,3.9,32.9,23.5,1,9.0,High,XS
Rottweiler,50.2,92.2,53.0,6,116.0,Medium,XL
Dachshund,13.2,44.9,26.1,2,30.0,High,S
Poodle,24.7,47.9,34.6,3,82.0,Low,S
Boxer,30.9,65.1,40.3,5,86.0,Medium,L
Chihuahua,3.5,29.1,22.3,1,23.0,Medium,XS
Dachshund,12.1,43.9,28.0,6,16.0,Low,S
Beagle,11.2,49.4,31.8,3,9.0,High,S
Boxer,30.4,64.7,45.0,2,119.0,High,M
Labrador,31.6,72.5,42.2,1,97.0,High,L
Rottweiler,58.6,75.7,58.6,1,24.0,Low,L
Labrador,29.4,74.8,43.2,2,8.0,Medium,L
Rottweiler,36.3,95.4,48.2,2,3.0,High,XL
German Shepherd,26.4,76.9,53.6,3,59.0,High,L
Golden Retriever,33.6,,49.2,3,97.0,Medium,L
Beagle,12.3,45.6,37.6,4,97.0,Low,S
Beagle,10.6,44.6,30.6,3,4.0,High,S
Rottweiler,44.6,,47.8,5,90.0,High,XL
Labrador,25.1,79.2,48.2,3,64.0,Low,L
Bulldog,23.6,63.9,42.2,5,21.0,High,M
Rottweiler,219.0,80.3,47.9,5,7.0,Medium,XL
Beagle,13.0,42.8,32.3,7,55.0,High,S
Poodle,18.8,55.9,38.0,3,62.0,Medium,M
Boxer,25.9,61.9,37.9,1,2.0,High,M
Bulldog,22.9,59.2,35.4,5,90.0,Medium,M
Beagle,9.4,44.8,39.9,3,11.0,Medium,S
Golden Retriever,27.4,76.6,41.2,1,10.0,High,L
Beagle,11.9,40.6,39.7,5,7.0,Medium,S
Chihuahua,2.4,34.6,18.0,6,66.0,Low,XS
Labrador,25.2,73.7,,5,120.0,Medium,L
German Shepherd,26.4,81.6,48.5,6,57.0,Low,XL
Boxer,31.3,74.3,44.3,7,54.0,Low,L
Bulldog,21.6,55.1,40.9,1,28.0,Medium,M
Chihuahua,2.2,33.4,15.7,5,73.0,Low,XS
Dachshund,10.0,37.2,33.8,6,9.0,Low,S
Bulldog,23.8,66.8,39.5,2,65.0,Medium,L
Dachshund,10.5,45.6,29.0,6,100.0,Low,S
Beagle,9.9,48.9,35.8,7,91.0,Medium,S
Poodle,15.0,45.9,33.7,4,98.0,Low,S
Dachshund,7.7,46.5,30.8,1,48.0,High,S
Labrador,31.6,83.0,44.0,6,46.0,Low,XL
Golden Retriever,27.3,70.5,39.2,7,87.0,High,L
Bulldog,20.3,55.3,39.8,6,,Medium,M
Chihuahua,3.6,32.9,15.8,3,29.0,Medium,XS
Dachshund,12.7,39.5,,5,88.0,High,S
Chihuahua,3.3,32.7,22.6,7,100.0,Medium,XS
Dachshund,10.3,45.9,30.1,5,67.0,Medium,S
Poodle,19.2,51.8,33.1,5,44.0,Low,M
Boxer,27.2,74.0,38.7,4,119.0,Medium,L
Boxer,25.2,74.5,36.0,1,88.0,Low,L
German Shepherd,38.3,80.5,43.8,1,23.0,High,XL
Labrador,32.2,78.3,45.5,6,29.0,Medium,L
Labrador,31.2,80.7,48.9,2,52.0,High,XL
Chihuahua,2.5,28.6,18.9,3,68.0,Low,XS
Rottweiler,48.2,97.8,47.8,7,92.0,Unknown,XL
Bulldog,19.8,68.3,44.3,7,57.0,Medium,L
Dachshund,10.2,36.2,27.6,3,64.0,Medium,S
Dachshund,7.7,48.0,32.4,4,8.0,Medium,S
Golden Retriever,30.6,65.6,43.0,2,58.0,Medium,L
Chihuahua,3.7,33.3,21.4,4,46.0,Low,XS
Labrador,31.8,66.9,40.1,3,84.0,Low,L
Dachshund,12.5,36.1,33.6,7,,Low,S
Beagle,10.1,50.8,38.8,7,115.0,Low,M
Golden Retriever,30.9,72.3,39.1,4,10.0,Medium,L
Beagle,12.0,49.8,30.5,7,60.0,High,S
Beagle,14.0,40.8,33.2,6,8.0,Medium,S
Poodle,17.8,56.1,32.9,3,58.0,Low,M
German Shepherd,35.7,,50.3,4,53.0,Low,L
Poodle,23.1,50.6,32.3,4,40.0,Medium,M
Labrador,25.2,69.1,42.0,1,26.0,High,L
Beagle,12.0,52.7,30.7,1,26.0,Low,M
Bulldog,20.2,65.2,44.4,4,55.0,High,L
Labrador,34.2,81.7,43.4,2,73.0,High,XL
Labrador,34.9,78.7,42.1,4,10.0,High,L
Golden Retriever,30.3,71.6,,5,38.0,Low,L
Chihuahua,3.1,31.6,24.0,2,89.0,Medium,XS
Chihuahua,2.6,26.5,20.6,6,6.0,High,XS
Boxer,25.4,69.4,,7,62.0,Low,L
Dachshund,10.0,47.8,26.4,2,21.0,Medium,S
Golden Retriever,26.2,73.3,47.4,3,90.0,Medium,L
Beagle,13.5,49.3,35.2,2,72.0,High,S
Beagle,9.4,52.1,37.6,4,44.0,High,M
Golden Retriever,26.6,76.4,40.6,4,43.0,Medium,L
Poodle,24.6,49.2,30.5,7,48.0,Medium,S
Chihuahua,3.8,31.5,24.3,5,114.0,Low,XS
Labrador,35.4,83.9,38.4,6,108.0,Low,XL
Boxer,28.5,70.2,44.6,4,65.0,Medium,L
Chihuahua,3.4,26.1,17.5,3,79.0,High,XS
Labrador,32.2,79.9,42.2,5,59.0,Medium,L
Bulldog,18.8,69.6,39.4,2,21.0,Low,L
Golden Retriever,31.9,71.2,44.5,4,23.0,Medium,L
Dachshund,7.7,43.9,29.1,2,104.0,Medium,S
Rottweiler,49.5,75.4,59.3,1,95.0,Low,L
German Shepherd,23.2,70.5,48.0,3,2.0,Low,L
Rottweiler,41.1,98.4,51.0,7,58.0,High,XL
Boxer,29.5,72.9,43.9,4,81.0,Medium,L
Beagle,13.6,44.9,30.8,2,68.0,High,S
Bulldog,21.1,68.9,37.8,6,46.0,Medium,L
Poodle,23.6,52.6,32.9,7,,Unknown,M
Boxer,30.5,63.6,36.5,4,80.0,Low,M
Golden Retriever,32.6,69.3,39.9,4,96.0,Low,L
Boxer,25.5,71.3,45.0,5,35.0,High,L
Rottweiler,48.3,86.3,54.7,5,93.0,High,XL
Rottweiler,,94.7,48.6,6,66.0,Medium,XL
Poodle,16.7,55.9,31.2,7,107.0,Low,M
German Shepherd,24.6,77.5,41.4,7,104.0,High,L
